year,election,office,candidate,first_name,middle_name,last_name,suffix
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,IRA B SHRAGER,IRA,B,SHRAGER,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,JEFFREY P MINEHART,JEFFREY,P,MINEHART,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,JIM DIVERGILIS,JIM,,DIVERGILIS,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,JIMMIE MOORE,JIMMIE,,MOORE,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,JOEL JOHNSON JR,JOEL,,JOHNSON,JR
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,JOHN F RAIMONDI,JOHN,F,RAIMONDI,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,JON MARSHALL,JON,,MARSHALL,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,JOSEPH A DYCH,JOSEPH,A,DYCH,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,KAREN F ZEITZ,KAREN,F,ZEITZ,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,KEN FREEMAN,KEN,,FREEMAN,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,LESLIE FLEISHER,LESLIE,,FLEISHER,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,LORI A DUMAS,LORI,A,DUMAS,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,NAZARIO JIMENEZ,NAZARIO,,JIMENEZ,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,NINA WRIGHT PADILLA,NINA,WRIGHT,PADILLA,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,PAULA PATRICK,PAULA,A,PATRICK,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,RAMY ISAAC DJERASSI,RAMY,ISAAC,DJERASSI,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,ROBERT P COLEMAN,ROBERT,P,COLEMAN,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,ROGER F GORDON,ROGER,F,GORDON,JR
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,RONALD G MC NEIL,RONALD,G,RONALD GMCNEIL,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,SONTE A REAVIS,SONTE,A,REAVIS,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,THOMAS NOCELLA,THOMAS,M,NOCELLA,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,VIVIENNE A CRAWFORD,VIVIENNE,A,CRAWFORD,
2003,primary,JUDGE OF THE COURT OF COMMON PLEAS,WALTER J OLSZEWSKI,WALTER,J,OLSZEWSKI,
2003,primary,JUDGE OF THE SUPERIOR COURT,CLAUDE A LORD SHIELDS,CLAUDE,A LORD,SHIELDS,
2003,primary,JUDGE OF THE SUPERIOR COURT,JACK PANELLA,JACK,,PANELLA,
2003,primary,JUDGE OF THE SUPERIOR COURT,JOHN J DRISCOLL,JOHN,J,DRISCOLL,
2003,primary,JUDGE OF THE SUPERIOR COURT,MARK I BERNSTEIN,MARK,I,BERNSTEIN,
2003,primary,JUDGE OF THE SUPERIOR COURT,ROBERT S BLASI,ROBERT,S,BLASI,
2003,primary,JUDGE OF THE SUPERIOR COURT,SEAMUS MCCAFFERY,SEAMUS,,MCCAFFERY,
2003,primary,JUDGE OF THE SUPERIOR COURT,WILLIAM MANFREDI,WILLIAM,,MANFREDI,
2003,primary,JUDGE OF THE SUPERIOR COURT,GRAINGER BOWMAN,GRAINGER,,BOWMAN,
2003,primary,JUDGE OF THE SUPERIOR COURT,JACQUELINE SHOGAN,JACQUELINE,O,SHOGAN,
2003,primary,JUDGE OF THE SUPERIOR COURT,PALMER DOLBIN,PALMER,,DOLBIN,
2003,primary,JUDGE OF THE SUPERIOR COURT,SUSAN GANTMAN,SUSAN,,GANTMAN,
2003,primary,JUDGE OF THE TRAFFIC COURT,EARLENE GREEN CLARK,EARLENE,GREEN,CLARK,
2003,primary,JUDGE OF THE TRAFFIC COURT,MICHAEL MC ALEER,MICHAEL,,MCALEER,
2003,primary,JUSTICE OF THE SUPREME COURT,CHERYL ALLEN,CHERYL,LYNN,ALLEN,
2003,primary,JUSTICE OF THE SUPREME COURT,JAMES M DELEON III,JAMES,M,DELEON,III
2003,primary,JUSTICE OF THE SUPREME COURT,JAMES MURRAY LYNN,JAMES,MURRAY,LYNN,
2003,primary,JUSTICE OF THE SUPREME COURT,JOHN W HERRON,JOHN,W,HERRON,
2003,primary,JUSTICE OF THE SUPREME COURT,MAX BAER,MAX,,BAER,
2003,primary,JUSTICE OF THE SUPREME COURT,JOAN ORIE MELVIN,JOAN,ORIE,MELVIN,
2003,primary,MAYOR,JOHN F STREET,JOHN,F,STREET,
2003,primary,MAYOR,SAM KATZ,SAM,,KATZ,
2003,primary,REGISTER OF WILLS,RONALD R DONATUCCI,RONALD,R,DONATUCCI,
2003,primary,REGISTER OF WILLS,ANITA E ZALEWSKI,ANITA,E,ZALEWSKI,
2003,primary,SHERIFF,JOHN GREEN,JOHN,D,GREEN,
2003,primary,SHERIFF,DAVID H RICHARDS,DAVID,H,RICHARDS,
2004,general,ATTORNEY GENERAL,JIM EISENHOWER,JIM,,EISENHOWER,
2004,general,ATTORNEY GENERAL,MARAKAY J ROGERS,MARAKAY,J,ROGERS,
2004,general,ATTORNEY GENERAL,TOM CORBETT,TOM,,CORBETT,
2004,general,AUDITOR GENERAL,LEONARD E RITCHEY,LEONARD,E,RITCHEY,
2004,general,AUDITOR GENERAL,JACK WAGNER,JACK,,WAGNER,
2004,general,AUDITOR GENERAL,BEN G PRICE,BEN,G,PRICE,
2004,general,AUDITOR GENERAL,BERLIE R ETZEL JR,BERLIE,R,ETZEL,JR
2004,general,AUDITOR GENERAL,JOE PETERS,JOE,,PETERS,
2004,general,PRESIDENT OF THE UNITED STATES,MICHAEL ANTHONY PEROUTKA,MICHAEL,ANTHONY,PEROUTKA,
2004,general,PRESIDENT OF THE UNITED STATES,JOHN F KERRY,JOHN,F,KERRY,
2004,general,PRESIDENT OF THE UNITED STATES,DAVID K COBB,DAVID,K,COBB,
2004,general,PRESIDENT OF THE UNITED STATES,RALPH NADER,RALPH,,NADER,
2004,general,PRESIDENT OF THE UNITED STATES,MICHAEL BADNARIK,MICHAEL,,BADNARIK,
2004,general,PRESIDENT OF THE UNITED STATES,GEORGE W BUSH,GEORGE,W,BUSH,
2004,general,REPRESENTATIVE IN CONGRESS,ROBERT A BRADY,ROBERT,A,BRADY,
2004,general,REPRESENTATIVE IN CONGRESS,CHRISTOPHER RANDOLPH,CHRISTOPHER,,RANDOLPH,
2004,general,REPRESENTATIVE IN CONGRESS,DEBORAH L WILLIAMS,DEBORAH,L,WILLIAMS,
2004,general,REPRESENTATIVE IN CONGRESS,JOHN P MCDERMOTT,JOHN,P,MCDERMOTT,
2004,general,REPRESENTATIVE IN CONGRESS,ALLYSON SCHWARTZ,ALLYSON,Y,SCHWARTZ,
2004,general,REPRESENTATIVE IN CONGRESS,CHUCK MOULTON,CHUCK,,MOULTON,
2004,general,REPRESENTATIVE IN CONGRESS,MELISSA BROWN,MELISSA,,BROWN,
2004,general,REPRESENTATIVE IN CONGRESS,CHAKA FATTAH,CHAKA,,FATTAH,
2004,general,REPRESENTATIVE IN CONGRESS,STEWART BOLNO,STEWART,,BOLNO,
2004,general,REPRESENTATIVE IN CONGRESS,ERICH G LUKAS,ERICH,G,LUKAS,
2004,general,REPRESENTATIVE IN CONGRESS,VIRGINIA WATERS SCHRADER,VIRGINIA,WATERS,SCHRADER,
2004,general,REPRESENTATIVE IN CONGRESS,ARTHUR L FARNSWORTH,ARTHUR,L,FARNSWORTH,
2004,general,REPRESENTATIVE IN CONGRESS,MICHAEL G FITZPATRICK,MICHAEL,G,FITZPATRICK,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROSS SCHRIFTMAN,ROSS,,SCHRIFTMAN,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,SUSAN E CORNELL,SUSAN,E,CORNELL,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LAWRENCE H CURRY,LAWRENCE,H,CURRY,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JEFFREY K BELFORD,JEFFREY,K,BELFORD,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DENNIS M O BRIEN,DENNIS,M,OBRIEN,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRENDAN F BOYLE,BRENDAN,F,BOYLE,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,GEORGE T KENNEY JR,GEORGE,T,KENNEY,JR
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,TIM KEARNEY,TIM,,KEARNEY,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN M PERZEL,JOHN,M,PERZEL,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL PATRICK MCGEEHAN,MICHAEL,PATRICK,MCGEEHAN,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DON NORLIE,DON,,NORLIE,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ALAN BUTKOVITZ,ALAN,L,BUTKOVITZ,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,AIDA ALOIAN,AIDA,,ALOIAN,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARIE LEDERER,MARIE,,LEDERER,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,GREG MESTER JR,GREG,,MESTER,JR
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN J TAYLOR,JOHN,J,TAYLOR,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM W RIEGER,WILLIAM,W,RIEGER,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL B BERRY,MICHAEL,B,BERRY,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANGEL L CRUZ,ANGEL,L,CRUZ,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MATTHEW J SLONAKER SR,MATTHEW,J,SLONAKER,SR
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,W CURTIS THOMAS,W,CURTIS,THOMAS,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BABETTE JOSEPHS,BABETTE,,JOSEPHS,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANDREW TERHUNE,ANDREW,,TERHUNE,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM F KELLER,WILLIAM,F,KELLER,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARK R COLANGELO,MARK,R,COLANGELO,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROBERT C DONATUCCI,ROBERT,C,DONATUCCI,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOSEPH T APPLE,JOSEPH,T,APPLE,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,HAROLD JAMES,HAROLD,,JAMES,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES M GOLDMAN,JAMES,M,GOLDMAN,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES R ROEBUCK,JAMES,R,ROEBUCK,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS W BLACKWELL IV,THOMAS,W,BLACKWELL,IV
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,VANESSA L BROWN,VANESSA,L,BROWN,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RONALD G WATERS,RONALD,GRANVILLE,WATERS,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LOUISE BISHOP,LOUISE,WILLIAMS,BISHOP,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KATHY MANDERINO,KATHY,M,MANDERINO,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,FRANK OLIVER,FRANK,L,OLIVER,SR
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JEWELL WILLIAMS,JEWELL,,WILLIAMS,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LEWIS HARRIS JR,LEWIS,,HARRIS,JR
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROSITA C YOUNGBLOOD,ROSITA,C,YOUNGBLOOD,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LEANNA M WASHINGTON,LEANNA,M,WASHINGTON,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN MYERS,JOHN,,MYERS,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARK B COHEN,MARK,B,COHEN,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,GARY GRISAFI,GARY,,GRISAFI,
2004,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DWIGHT EVANS,DWIGHT,,EVANS,
2004,general,SENATOR IN THE GENERAL ASSEMBLY,VINCENT J FUMO,VINCENT,J,FUMO,
2004,general,SENATOR IN THE GENERAL ASSEMBLY,JOHN H MORLEY JR,JOHN,H,MORLEY,JR
2004,general,SENATOR IN THE GENERAL ASSEMBLY,SHIRLEY M KITCHEN,SHIRLEY,M,KITCHEN,
2004,general,SENATOR IN THE GENERAL ASSEMBLY,PHILIP KERWICK,PHILIP,,KERWICK,
2004,general,SENATOR IN THE GENERAL ASSEMBLY,MIKE STACK,MIKE,,STACK,
2004,general,SENATOR IN THE GENERAL ASSEMBLY,SAM MIRARCHI,SAM,,MIRARCHI,
2004,general,SENATOR IN THE GENERAL ASSEMBLY,VINCENT HUGHES,VINCENT,J,HUGHES,
2004,general,SENATOR IN THE GENERAL ASSEMBLY,MARYALICE H DEVLIN,MARYALICE,H,DEVLIN,
2004,general,STATE TREASURER,MAX LAMPENFELD,MAX,,LAMPENFELD,
2004,general,STATE TREASURER,BOB CASEY JR,BOB,,CASEY,JR
2004,general,STATE TREASURER,PAUL TEESE,PAUL,,TEESE,
2004,general,STATE TREASURER,DARRYL W PERRY,DARRYL,W,PERRY,
2004,general,STATE TREASURER,JEAN CRAIGE PEPPER,JEAN,CRAIGE,PEPPER,
2004,general,UNITED STATES SENATOR,JAMES N CLYMER,JAMES,N,CLYMER,
2004,general,UNITED STATES SENATOR,JOSEPH M HOEFFEL,JOSEPH,M,HOEFFEL,
2004,general,UNITED STATES SENATOR,BETSY SUMMERS,BETSY,ELIZABETH,SUMMERS,
2004,general,UNITED STATES SENATOR,ARLEN SPECTER,ARLEN,,SPECTER,
2004,primary,ATTORNEY GENERAL,DAVID BARASCH,DAVID,,BARASCH,
2004,primary,ATTORNEY GENERAL,JIM EISENHOWER,JIM,,EISENHOWER,
2004,primary,ATTORNEY GENERAL,JOHN M MORGANELLI,JOHN,M,MORGANELLI,
2004,primary,ATTORNEY GENERAL,BRUCE CASTOR,BRUCE,,CASTOR,
2004,primary,ATTORNEY GENERAL,TOM CORBETT,TOM,,CORBETT,
2004,primary,AUDITOR GENERAL,JACK WAGNER,JACK,,WAGNER,
2004,primary,AUDITOR GENERAL,JOE PETERS,JOE,,PETERS,
2004,primary,PRESIDENT OF THE UNITED STATES,DENNIS J KUCINICH,DENNIS,J,KUCINICH,
2004,primary,PRESIDENT OF THE UNITED STATES,HOWARD DEAN,HOWARD,,DEAN,
2004,primary,PRESIDENT OF THE UNITED STATES,JOHN EDWARDS,JOHN,,EDWARDS,
2004,primary,PRESIDENT OF THE UNITED STATES,JOHN F KERRY,JOHN,F,KERRY,
2004,primary,PRESIDENT OF THE UNITED STATES,LYNDON H LAROUCHE JR,LYNDON,H,LAROUCHE,JR
2004,primary,PRESIDENT OF THE UNITED STATES,GEORGE W BUSH,GEORGE,W,BUSH,
2004,primary,REPRESENTATIVE IN CONGRESS,ROBERT A BRADY,ROBERT,A,BRADY,
2004,primary,REPRESENTATIVE IN CONGRESS,DEBORAH L WILLIAMS,DEBORAH,L,WILLIAMS,
2004,primary,REPRESENTATIVE IN CONGRESS,ALLYSON SCHWARTZ,ALLYSON,Y,SCHWARTZ,
2004,primary,REPRESENTATIVE IN CONGRESS,JOE TORSELLA,JOE,,TORSELLA,
2004,primary,REPRESENTATIVE IN CONGRESS,AL TAUBENBERGER,AL,,TAUBENBERGER,
2004,primary,REPRESENTATIVE IN CONGRESS,ELLEN M BARD,ELLEN,M,BARD,
2004,primary,REPRESENTATIVE IN CONGRESS,MELISSA BROWN,MELISSA,,BROWN,
2004,primary,REPRESENTATIVE IN CONGRESS,CHAKA FATTAH,CHAKA,,FATTAH,
2004,primary,REPRESENTATIVE IN CONGRESS,STEWART BOLNO,STEWART,,BOLNO,
2004,primary,REPRESENTATIVE IN CONGRESS,TOM LINGENFELTER,TOM,,LINGENFELTER,
2004,primary,REPRESENTATIVE IN CONGRESS,VIRGINIA WATERS SCHRADER,VIRGINIA,WATERS,SCHRADER,
2004,primary,REPRESENTATIVE IN CONGRESS,JIM GREENWOOD,JIM,,GREENWOOD,
2004,primary,REPRESENTATIVE IN CONGRESS,JOSEPH V MONTONE,JOSEPH,V,MONTONE,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROSS SCHRIFTMAN,ROSS,,SCHRIFTMAN,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,EMILY L GRAUPNER,EMILY,L,GRAUPNER,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN WEINRICH,JOHN,,WEINRICH,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,SUSAN E CORNELL,SUSAN,E,CORNELL,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LAWRENCE H CURRY,LAWRENCE,H,CURRY,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JEFFREY K BELFORD,JEFFREY,K,BELFORD,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DENNIS M O BRIEN,DENNIS,M,OBRIEN,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRENDAN F BOYLE,BRENDAN,F,BOYLE,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,GEORGE T KENNEY JR,GEORGE,T,KENNEY,JR
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,TIM KEARNEY,TIM,,KEARNEY,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN M PERZEL,JOHN,M,PERZEL,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL PATRICK MCGEEHAN,MICHAEL,PATRICK,MCGEEHAN,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DON NORLIE,DON,,NORLIE,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ALAN BUTKOVITZ,ALAN,L,BUTKOVITZ,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,AIDA ALOIAN,AIDA,,ALOIAN,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARIE LEDERER,MARIE,,LEDERER,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,SHEILA BALLEN,SHEILA,,BALLEN,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,GREG MESTER JR,GREG,,MESTER,JR
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN J TAYLOR,JOHN,J,TAYLOR,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,EMILIO AGUSTIN VAZQUEZ,EMILIO,AGUSTIN,VAZQUEZ,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RAFAEL P COLLAZO,RAFAEL,P,COLLAZO,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,VIRGIL ADDISON,VIRGIL,,ADDISON,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM W RIEGER,WILLIAM,W,RIEGER,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL B BERRY,MICHAEL,B,BERRY,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANGEL L CRUZ,ANGEL,L,CRUZ,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,EVA M CARABALLO,EVA,M,CARABALLO,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MATTHEW J SLONAKER SR,MATTHEW,J,SLONAKER,SR
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LAWRENCE P CLARK,LAWRENCE,P,CLARK,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,W CURTIS THOMAS,W,CURTIS,THOMAS,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANDREW HOHNS,ANDREW,S,HOHNS,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BABETTE JOSEPHS,BABETTE,,JOSEPHS,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,TERRY ANN GILLEN,TERRY,ANN,GILLEN,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANDREW TERHUNE,ANDREW,,TERHUNE,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARK F SQUILLA,MARK,F,SQUILLA,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM F KELLER,WILLIAM,F,KELLER,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARK R COLANGELO,MARK,R,COLANGELO,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROBERT C DONATUCCI,ROBERT,C,DONATUCCI,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOSEPH T APPLE,JOSEPH,T,APPLE,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,HAROLD JAMES,HAROLD,,JAMES,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES M GOLDMAN,JAMES,M,GOLDMAN,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES R ROEBUCK,JAMES,R,ROEBUCK,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL HORSEY,MICHAEL,,HORSEY,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS W BLACKWELL IV,THOMAS,W,BLACKWELL,IV
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,VANESSA L BROWN,VANESSA,L,BROWN,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RONALD G WATERS,RONALD,GRANVILLE,WATERS,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DEBORAH TONEY MOORE,DEBORAH,TONEY,MOORE,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LOUISE BISHOP,LOUISE,WILLIAMS,BISHOP,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KATHY MANDERINO,KATHY,M,MANDERINO,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,FRANK OLIVER,FRANK,L,OLIVER,SR
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JEWELL WILLIAMS,JEWELL,,WILLIAMS,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LEWIS HARRIS JR,LEWIS,,HARRIS,JR
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,CURTIS ALTON MCALLISTER,CURTIS,ALTON,MCALLISTER,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LATRICE Y BRYANT,LATRICE,Y,BRYANT,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARC STIER,MARC,,STIER,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROSITA C YOUNGBLOOD,ROSITA,C,YOUNGBLOOD,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,SUPREME DOW,SUPREME,,DOW,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LEANNA M WASHINGTON,LEANNA,M,WASHINGTON,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN MYERS,JOHN,,MYERS,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARK B COHEN,MARK,B,COHEN,
2004,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DWIGHT EVANS,DWIGHT,,EVANS,
2004,primary,SENATOR IN THE GENERAL ASSEMBLY,JAMES J TAYOUN JR,JAMES,J,TAYOUN,JR
2004,primary,SENATOR IN THE GENERAL ASSEMBLY,VINCENT J FUMO,VINCENT,J,FUMO,
2004,primary,SENATOR IN THE GENERAL ASSEMBLY,JOHN H MORLEY JR,JOHN,H,MORLEY,JR
2004,primary,SENATOR IN THE GENERAL ASSEMBLY,JESSE W BROWN JR,JESSE,W,BROWN,JR
2004,primary,SENATOR IN THE GENERAL ASSEMBLY,SHIRLEY M KITCHEN,SHIRLEY,M,KITCHEN,
2004,primary,SENATOR IN THE GENERAL ASSEMBLY,PATRICK JOHN CARROLL,PATRICK,JOHN,CARROLL,
2004,primary,SENATOR IN THE GENERAL ASSEMBLY,MIKE STACK,MIKE,,STACK,
2004,primary,SENATOR IN THE GENERAL ASSEMBLY,SAM MIRARCHI,SAM,,MIRARCHI,
2004,primary,SENATOR IN THE GENERAL ASSEMBLY,VINCENT HUGHES,VINCENT,J,HUGHES,
2004,primary,SENATOR IN THE GENERAL ASSEMBLY,MARYALICE H DEVLIN,MARYALICE,H,DEVLIN,
2004,primary,STATE TREASURER,BOB CASEY JR,BOB,,CASEY,JR
2004,primary,STATE TREASURER,JEAN CRAIGE PEPPER,JEAN,CRAIGE,PEPPER,
2004,primary,UNITED STATES SENATOR,JOSEPH M HOEFFEL,JOSEPH,M,HOEFFEL,
2004,primary,UNITED STATES SENATOR,ARLEN SPECTER,ARLEN,,SPECTER,
2004,primary,UNITED STATES SENATOR,PAT TOOMEY,PAT,,TOOMEY,
2005,general,CITY CONTROLLER,ALAN BUTKOVITZ,ALAN,L,BUTKOVITZ,
2005,general,CITY CONTROLLER,HILLEL S LEVINSON,HILLEL,S,LEVINSON,
2005,general,CITY CONTROLLER,PARIS L FRAZIER III,PARIS,L,FRAZIER,III
2005,general,DISTRICT ATTORNEY,LYNNE M ABRAHAM,LYNNE,M,ABRAHAM,
2005,general,DISTRICT ATTORNEY,LOUIS S SCHWARTZ,LOUIS,S,SCHWARTZ,
2005,general,JUDGE OF THE COURT OF COMMON PLEAS,ANN M BUTCHART,ANN,M,BUTCHART,
2005,general,JUDGE OF THE COURT OF COMMON PLEAS,CHARLES J CUNNINGHAM,CHARLES,J,CUNNINGHAM,
2005,general,JUDGE OF THE COURT OF COMMON PLEAS,FRANK PALUMBO,FRANK,,PALUMBO,
2005,general,JUDGE OF THE COURT OF COMMON PLEAS,GLENN B BRONSON,GLENN,B,BRONSON,
2005,general,JUDGE OF THE COURT OF COMMON PLEAS,LEON W TUCKER,LEON,W,TUCKER,
2005,general,JUDGE OF THE COURT OF COMMON PLEAS,LISETTE SHIRDAN HARRIS,LISETTE,SHIRDAN,HARRIS,
2005,general,JUDGE OF THE COURT OF COMMON PLEAS,SUSAN I SCHULMAN,SUSAN,I,SCHULMAN,
2005,general,JUDGE OF THE COURT OF COMMON PLEAS,WALTER J OLSZEWSKI,WALTER,J,OLSZEWSKI,
